"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Barbosa R.R.; Schultz H.S.; Garcia L.D.C.; Martins D.D.; Carvalho M.","Barbosa, Rafaela Ramos (57340025000); Schultz, Herwin Saito (57377774600); Garcia, Lígia da Costa (57339920900); Martins, Dener Delmiro (57340235500); Carvalho, Monica (26655308900)","57340025000; 57377774600; 57339920900; 57340235500; 26655308900","Economic and greenhouse gas assessments for two hot water industrial systems: Solar vs. natural gas","2022","Cleaner Engineering and Technology","6","","100365","","","","9","10.1016/j.clet.2021.100365","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121427140&doi=10.1016%2fj.clet.2021.100365&partnerID=40&md5=fcde2b20472ebf9c47886497a8dc8b8d","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85121427140"
"Grander G.; da Silva M.L.; da Silva L.F.; Del Rosario Santibanez Gonzalez E.","Grander, Gustavo (57210207179); da Silva, Márcio Leandro (57873500900); da Silva, Luciano Ferreira (57358982800); Del Rosario Santibanez Gonzalez, Ernesto (55339211600)","57210207179; 57873500900; 57358982800; 55339211600","CLASSIFICATION OF PORTFOLIO AND PROJECT MANAGERS: A PERFORMANCE ORIENTATION","2022","Journal of Modern Project Management","10","1","","7","19","12","1","10.19255/JMPM02801","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137202934&doi=10.19255%2fJMPM02801&partnerID=40&md5=dae5f59205104e988261919ca4e7d5e7","Article","Final","","Scopus","2-s2.0-85137202934"
"Aires Moreira G.; Soares de Lima Filho R.; de Lourdes Barreto Gomes M.; Aires Moreira J.; Moreira da Silva R.","Aires Moreira, Gabriel (57263570600); Soares de Lima Filho, Rômulo (57263388200); de Lourdes Barreto Gomes, Maria (56149905500); Aires Moreira, Josilene (24335892500); Moreira da Silva, Ricardo (57219093139)","57263570600; 57263388200; 56149905500; 24335892500; 57219093139","Sustainability in Building Construction: A Comparison Between Certified and Non-certified Companies","2021","Springer Proceedings in Mathematics and Statistics","367","","","115","124","9","0","10.1007/978-3-030-78570-3_9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115198858&doi=10.1007%2f978-3-030-78570-3_9&partnerID=40&md5=10874d6d3badd3884e2e5f2524f6d45e","Conference paper","Final","","Scopus","2-s2.0-85115198858"
"Dezen-Kempter E.; Cogima C.K.; de Paiva P.V.V.; de Carvalho M.A.G.","Dezen-Kempter, Eloisa (57191557302); Cogima, Camila Kimi (57202323816); de Paiva, Pedro Victor Vieira (57202319866); de Carvalho, Marco Antonio Garcia (7101893707)","57191557302; 57202323816; 57202319866; 7101893707","BIM for Heritage Documentation An ontology-based approach","2018","Proceedings of the International Conference on Education and Research in Computer Aided Architectural Design in Europe","1","","","213","222","9","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099441816&partnerID=40&md5=85e8cbd59113afb8a7d91369cae5beee","Conference paper","Final","","Scopus","2-s2.0-85099441816"
"Dario M.A.; Maranhão P.H.C.; dos Santos G.Q.; Rocha M.M.; Falqueto A.; Silva L.F.C.F.; Jansen A.M.; Xavier S.C.C.","Dario, Maria Augusta (57190956584); Maranhão, Paulo Henrique Coelho (57357953200); dos Santos, Gilbert Queiroz (57358207300); Rocha, Marcos de Meneses (57357953300); Falqueto, Aloísio (6603920415); Silva, Luiz Felipe Coutinho Ferreira da (55347074800); Jansen, Ana Maria (7201623899); Xavier, Samanta Cristina das Chagas (57216267614)","57190956584; 57357953200; 57358207300; 57357953300; 6603920415; 55347074800; 7201623899; 57216267614","Environmental influence on Triatoma vitticeps occurrence and Trypanosoma cruzi infection in the Atlantic Forest of south-eastern Brazil","2021","Geospatial Health","16","2","997","","","","3","10.4081/gh.2021.997","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120310656&doi=10.4081%2fgh.2021.997&partnerID=40&md5=f8c42c3a25cd1649e0fda76df67ead4e","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85120310656"
"Grabois T.M.; Caldas L.R.; Julião N.R.; Filho R.D.T.","Grabois, Thiago Melo (56503922900); Caldas, Lucas Rosse (57218205013); Julião, Nathália Rodrigues (57219655749); Filho, Romildo Dias Toledo (57220045646)","56503922900; 57218205013; 57219655749; 57220045646","An experimental and environmental evaluation of mortars with recycled demolition waste from a hospital implosion in Rio de Janeiro","2020","Sustainability (Switzerland)","12","21","8945","1","18","17","9","10.3390/su12218945","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094576230&doi=10.3390%2fsu12218945&partnerID=40&md5=704e60862392cb97feac28752f53e0d5","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85094576230"
"da Silveira Moreira R.","da Silveira Moreira, Rafael (16507303500)","16507303500","Latent class analysis of COVID-19 symptoms in Brazil: results of the PNAD-COVID19 survey; [Análises de classes latentes dos sintomas relacionados à COVID-19 no Brasil: resultados da PNAD-COVID19]","2021","Cadernos de Saude Publica","37","1","e00238420","","","","11","10.1590/0102-311X00238420","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101217929&doi=10.1590%2f0102-311X00238420&partnerID=40&md5=5cc5ae67d2bb82226d3cb5b1d02211b4","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85101217929"
"Turra A.; Checon H.H.; Fernandez W.S.; Majer A.P.; Delboni C.G.; Denadai M.R.; Dias G.M.","Turra, Alexander (6603778221); Checon, Helio H. (57190963655); Fernandez, Wellington S. (55405587100); Majer, Alessandra P. (55762384400); Delboni, Cynthia G. (24477054400); Denadai, Marcia R. (6603226012); Dias, Gustavo M. (7005451523)","6603778221; 57190963655; 55405587100; 55762384400; 24477054400; 6603226012; 7005451523","The importance of embayed coastal areas for the life cycle of two sympatric starfish species (Echinodermata, Asteroidea)","2019","Estuarine, Coastal and Shelf Science","219","","","128","138","10","3","10.1016/j.ecss.2019.01.028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061296456&doi=10.1016%2fj.ecss.2019.01.028&partnerID=40&md5=19cf9e7627f4293b3e1e10a6ad233289","Article","Final","","Scopus","2-s2.0-85061296456"
"Zuanazzi P.T.; Fochezatto A.","Zuanazzi, Pedro Tonon (56347567500); Fochezatto, Adelar (35191781000)","56347567500; 35191781000","Population aging and the probability of saving: A life cycle analysis of the brazilian case; [Envelhecimento populacional e probabilidade de poupar: Uma análise do ciclo de vida do caso brasileiro]","2020","Nova Economia","30","3","","951","968","17","2","10.1590/0103-6351/4915","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100672477&doi=10.1590%2f0103-6351%2f4915&partnerID=40&md5=a52e53de4bb4dcc71c820e3bd4e75057","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85100672477"
"Aquere A.L.","Aquere, André Luiz (54956568600)","54956568600","Projects laboratory: Building a university through PBL; [Laboratório de projetos: Construindo uma universidade via PBL]","2017","International Symposium on Project Approaches in Engineering Education","9","","","72","81","9","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055159741&partnerID=40&md5=2d50ab588e3800884ed40b87eacafcd3","Conference paper","Final","","Scopus","2-s2.0-85055159741"
"Maia de Souza D.; Braga T.; Brito de Figueirêdo M.C.; Folegatti Matsuura M.I.S.; Teixeira Dias F.R.; Ugaya C.M.L.","Maia de Souza, Danielle (55657124600); Braga, Tiago (57209529741); Brito de Figueirêdo, Maria Cléa (20435543800); Folegatti Matsuura, Marília I. S. (57189060878); Teixeira Dias, Fernando Rodrigues (57185000900); Ugaya, Cássia Maria Lie (6506953923)","55657124600; 57209529741; 20435543800; 57189060878; 57185000900; 6506953923","Life cycle thinking in Brazil: challenges and advances towards a more comprehensive practice","2017","International Journal of Life Cycle Assessment","22","3","","462","465","3","9","10.1007/s11367-016-1234-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84996593313&doi=10.1007%2fs11367-016-1234-2&partnerID=40&md5=2c21a59e9f5de47465afa1a36ea2b640","Article","Final","","Scopus","2-s2.0-84996593313"
"Hauser M.; Doria C.R.C.; Santos R.V.; García-Vasquez A.; Pouilly M.; Pécheyran C.; Ponzevera E.; Torrente-Vilara G.; Bérail S.; Panfili J.; Darnaude A.; Renno J.-F.; García-Dávila C.; Nuñez J.; Ferraton F.; Vargas G.; Duponchelle F.","Hauser, Marília (55139559100); Doria, Carolina R.C. (24576462400); Santos, Roberto V. (7201374995); García-Vasquez, Aurea (56307337400); Pouilly, Marc (56062260200); Pécheyran, Christophe (6602483834); Ponzevera, Emmanuel (14629104100); Torrente-Vilara, Gislene (24802706100); Bérail, Sylvain (36154531500); Panfili, Jacques (55974074700); Darnaude, Audrey (6507920875); Renno, Jean-François (14319156100); García-Dávila, Carmen (16303890300); Nuñez, Jesus (56606434600); Ferraton, Franck (20433381400); Vargas, Gladys (24072441700); Duponchelle, Fabrice (55924796600)","55139559100; 24576462400; 7201374995; 56307337400; 56062260200; 6602483834; 14629104100; 24802706100; 36154531500; 55974074700; 6507920875; 14319156100; 16303890300; 56606434600; 20433381400; 24072441700; 55924796600","                         Shedding light on the migratory patterns of the Amazonian goliath catfish, Brachyplatystoma platynemum, using otolith                          87                         Sr/                         86                         Sr analyses                     ","2019","Aquatic Conservation: Marine and Freshwater Ecosystems","29","3","","397","408","11","31","10.1002/aqc.3046","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061579074&doi=10.1002%2faqc.3046&partnerID=40&md5=f0b8501047831d583f0f97365f9ccb5e","Article","Final","","Scopus","2-s2.0-85061579074"
"Pinheiro D.H.; Moreira R.O.; Leite N.A.; Redoan A.C.; Xavier A.S.; Barros B.A.; Carneiro N.P.","Pinheiro, Daniele Heloísa (57203569333); Moreira, Raquel Oliveira (57217294632); Leite, Natália Alves (35856994400); Redoan, Ana Carolina (52264325800); Xavier, André da Silva (57191369992); Barros, Beatriz de Almeida (56378157500); Carneiro, Newton Portilho (6701690893)","57203569333; 57217294632; 35856994400; 52264325800; 57191369992; 56378157500; 6701690893","Suitable reference genes for RT-qPCR analysis in Dichelops melacanthus (Hemiptera: Pentatomidae)","2020","Molecular Biology Reports","47","7","","4989","5000","11","13","10.1007/s11033-020-05550-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087002129&doi=10.1007%2fs11033-020-05550-z&partnerID=40&md5=b78883ec2547a6a27710d0b023ddeca1","Article","Final","","Scopus","2-s2.0-85087002129"
"Costa-Júnior L.M.; Chaves D.P.; Brito D.R.B.; dos Santos V.A.F.; Costa-Júnior H.N.; Barros A.T.M.","Costa-Júnior, Livio Martins (14064647700); Chaves, Daniel Praseres (56193745800); Brito, Danilo Rodrigues Barros (36166320900); dos Santos, Vitor Augusto Ferreira (57214219792); Costa-Júnior, Henrique Nelson (57212155623); Barros, Antonio Thadeu Medeiros (7102745175)","14064647700; 56193745800; 36166320900; 57214219792; 57212155623; 7102745175","A review on the occurrence of Cochliomyia hominivorax (Diptera: Calliphoridae) in Brazil; [Revisão da ocorrência de Cochliomyia hominivorax (Diptera: Calliphoridae) no Brasil]","2019","Revista Brasileira de Parasitologia Veterinaria","28","4","","548","562","14","22","10.1590/s1984-29612019059","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076063705&doi=10.1590%2fs1984-29612019059&partnerID=40&md5=d731cfad877683247c999ecc25ffab49","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85076063705"
"Invidiata A.; Ghisi E.","Invidiata, Andrea (55907750900); Ghisi, Enedir (8859872400)","55907750900; 8859872400","Life-cycle energy and cost analyses of window shading used to improve the thermal performance of houses","2016","Journal of Cleaner Production","133","","","1371","1383","12","33","10.1016/j.jclepro.2016.06.072","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027841768&doi=10.1016%2fj.jclepro.2016.06.072&partnerID=40&md5=9ee6fb150bfd1779726e2660bdedc449","Article","Final","","Scopus","2-s2.0-85027841768"
"Vieira D.; Calmon J.L.; Cavalcante M.C.","Vieira, Darli (56452486300); Calmon, João Luiz (55550066300); Cavalcante, Marianne Cortes (57194385789)","56452486300; 55550066300; 57194385789","Building information modeling (BIM) in Brazil's architecture, engineering and construction (AEC) industry a review and a bibliometric study","2017","Journal of Modern Project Management","5","1","","22","37","15","1","10.19255/JMPM01303","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019891828&doi=10.19255%2fJMPM01303&partnerID=40&md5=2addacbb104f57a280aab33d9dc63ec0","Review","Final","","Scopus","2-s2.0-85019891828"
"Panizzon T.; Reichert G.A.; Schneider V.E.","Panizzon, Tiago (57195392270); Reichert, Geraldo Antônio (56103739000); Schneider, Vania Elisabete (35792516400)","57195392270; 56103739000; 35792516400","Evaluation of the electrical and electronic equipment waste (WEEE) generation in a private university; [Avaliação da geração de resíduos de equipamentos eletroeletrônicos (REEEs) em uma universidade particular]","2017","Engenharia Sanitaria e Ambiental","22","4","","625","635","10","2","10.1590/S1413-41522017142636","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027705817&doi=10.1590%2fS1413-41522017142636&partnerID=40&md5=8ab15812090a367af3956518bdaa1a02","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85027705817"
"Zortea R.B.; Maciel V.G.; Menezes W.; De Abreu Cybis L.F.; Seferin M.","Zortea, Rafael Batista (56518162100); Maciel, Vinícius Gonçalves (56518081500); Menezes, Wagner (57197735071); De Abreu Cybis, Luiz Fernando (8359689300); Seferin, Marcus (6508195763)","56518162100; 56518081500; 57197735071; 8359689300; 6508195763","Calculation of co2 emission derived from land-use change from soybean production at rio Grande do Sul state, Brazil; [Cálculo de emissões de CO2 provenientes da mudança do uso da terra para produção de soja no estado do Rio Grande do Sul]","2019","Engenharia Sanitaria e Ambiental","24","4","","727","735","8","0","10.1590/s1413-41522019127909","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073516103&doi=10.1590%2fs1413-41522019127909&partnerID=40&md5=7d86c984390e306e18e3c2d4d87cf1e7","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85073516103"
"Piekarski C.M.; de Francisco A.C.; da Luz L.M.; Kovaleski J.L.; Silva D.A.L.","Piekarski, Cassiano Moro (55631313000); de Francisco, Antonio Carlos (55908874100); da Luz, Leila Mendes (55602012700); Kovaleski, João Luiz (6701406669); Silva, Diogo Aparecido Lopes (58102940200)","55631313000; 55908874100; 55602012700; 6701406669; 58102940200","Life cycle assessment of medium-density fiberboard (MDF) manufacturing process in Brazil","2017","Science of the Total Environment","575","","","103","111","8","69","10.1016/j.scitotenv.2016.10.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991490412&doi=10.1016%2fj.scitotenv.2016.10.007&partnerID=40&md5=6df738197eef8eb991be7a1a7d1db676","Article","Final","","Scopus","2-s2.0-84991490412"
"Mejia Sanchez E.C.; Quevedo R.; Roehl D.","Mejia Sanchez, E.C. (57205281813); Quevedo, R. (57202308766); Roehl, D. (6602114865)","57205281813; 57202308766; 6602114865","Hydro-mechanical modelling of naturally fractured reservoirs","2019","53rd U.S. Rock Mechanics/Geomechanics Symposium","","","","","","","8","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084019357&partnerID=40&md5=a1a8adbc34c17e92c9bbfc65843746e4","Conference paper","Final","","Scopus","2-s2.0-85084019357"
"Mantoam E.J.; Mekonnen M.M.; Romanelli T.L.","Mantoam, E.J. (55987267300); Mekonnen, M.M. (35170556800); Romanelli, Thiago L. (36088726500)","55987267300; 35170556800; 36088726500","Energy demand and water footprint study of an agricultural machinery industry","2018","Agricultural Engineering International: CIGR Journal","20","3","","132","140","8","6","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059406141&partnerID=40&md5=c6766934c2414a34cf25bca9b8536a1d","Article","Final","","Scopus","2-s2.0-85059406141"
"Zulcão R.; Calmon J.L.; Rebello T.A.; Vieira D.R.","Zulcão, Robson (57194423206); Calmon, João Luiz (55550066300); Rebello, Thais Ayres (57205606910); Vieira, Darli Rodrigues (56452486300)","57194423206; 55550066300; 57205606910; 56452486300","Life cycle assessment of the ornamental stone processing waste use in cement-based building materials","2020","Construction and Building Materials","257","","119523","","","","48","10.1016/j.conbuildmat.2020.119523","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085261544&doi=10.1016%2fj.conbuildmat.2020.119523&partnerID=40&md5=0735d14df44469afb286aeab351c7905","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85085261544"
"Fernandes L.L.A.; Rocha M.J.; Costa D.B.","Fernandes, Luara L.A. (57192011998); Rocha, Mércurie J. (57215309747); Costa, Dayana B. (14622094800)","57192011998; 57215309747; 14622094800","Prediction of environmental performance indicators for construction sites based on artificial neural networks","2019","27th Annual Conference of the International Group for Lean Construction, IGLC 2019","","","","1413","1424","11","3","10.24928/2019/0248","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078298665&doi=10.24928%2f2019%2f0248&partnerID=40&md5=7bb75dd2572000558efb6bf4838b529c","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85078298665"
